daily_total,daily_mean,daily_std,daily_cv,daily_min,daily_max,max_to_mean_ratio,load_factor,night_ratio,day_ratio,evening_ratio,peak_hour,peak_is_night,zero_fraction,max_zero_run,daily_slope,daily_entropy,baseline_ratio,recent_drop_ratio,monthly_slope,decline_variance,monthly_cv,near_zero_months,consecutive_zero_delta_count,flatline_score,peer_group_ratio,peer_gap_ratio,label
8.756700002728408,0.09121562502842091,0.03202780558113471,0.35112192205179216,0.03784094750964468,0.15673163743900984,1.7182542726662837,0.581986040080238,0.2783461216672893,0.6005153514254208,0.12076711619020096,4.5,0.0,0.0,0.0,-0.0008542297115409826,0.9860091394419412,1.4118957013941895,0.9633498158370816,10.207189601408427,83.73413383492075,0.27384998331229277,0.0,1.0,0.6199147852469731,1.0145039207804718,-0.014503920780471767,Normal
9.229763218296622,0.09614336685725648,0.03451938177243944,0.35904070037083446,0.034224801029486725,0.16897268510566366,1.7575074664957018,0.5689876254090132,0.276541256816213,0.5986542240241511,0.12085161517895456,5.75,0.0,0.0,0.0,-0.0009261620201643295,0.9853929823156304,0.7568511155040922,1.0294210580703713,-4.076244417434968,115.99492313099694,0.40676887922290095,0.0,1.0,0.4148645623032774,0.9959202314166802,0.004079768583319858,Normal
7.359855235336298,0.07666515870141977,0.027305228608237718,0.3561621611530304,0.030648247057068742,0.12738330168031786,1.6615540075567448,0.6018462207379367,0.2823717608252564,0.5975351652611507,0.1189624505257198,6.5,0.0,0.0,0.0,-0.0007286129865063556,0.9855965410450613,0.9388218233778407,0.7422463957090237,2.6126421559247155,61.27054170689535,0.23533851630609443,0.0,2.0,0.7158226618821276,1.000893640804022,-0.0008936408040219911,Normal
7.68363850281338,0.08003790107097271,0.02805615760210756,0.3505358989515364,0.03192634111674706,0.1279020317712614,1.598018314571314,0.6257750558185943,0.27702486067222465,0.5973792392226216,0.12514528493595575,5.25,0.0,0.0,0.0,-0.0007501514904794929,0.9861545858876923,1.0714370851374464,0.8278154531793793,2.0335478721275777,50.47751992019769,0.2028393719913136,0.0,1.0,0.7087886044963546,1.03404770735941,-0.03404770735941014,Normal
9.212354166117585,0.09596202256372484,0.03595635846872626,0.3746936288764544,0.03740950907525271,0.18146881263641754,1.8910482270828628,0.5288072433470421,0.27582355234152334,0.6067151934449255,0.1214553161452094,7.0,0.0,0.0,0.0,-0.0009224808841909349,0.9844917466713674,1.3081007406472585,1.18654715961885,6.380498411753969,80.79747283657734,0.24579274932394976,0.0,0.0,0.5974981945056965,1.0162096823947944,-0.016209682394794447,Normal
3.605847566966884,0.03756091215590504,0.013329482328199449,0.35487642773083955,0.016893612231592456,0.06322256307853304,1.6832009514602182,0.5941061280487487,0.2771622414925675,0.599889645034897,0.11827613453251902,8.25,0.0,0.0,0.0,-0.0003637464058528962,0.9857135133065512,0.7344032080164055,1.0259393968605361,-7.509272193490634,84.91433476291355,0.30597246290298846,0.0,1.0,0.5258966546656545,1.004017752666482,-0.004017752666482065,Normal
6.735757111232234,0.07016413657533577,0.02555176357619744,0.36417128213018507,0.030518985249112764,0.12487897378081107,1.7798120218685733,0.5618570881154791,0.27960225746363204,0.5944013113528095,0.11747419646411947,5.25,0.0,0.0,0.0,-0.0006900311248603546,0.9850421063604708,1.1108947081858087,0.9652222630290411,4.104260099058789,61.354273886977715,0.21428317394457805,0.0,0.0,0.662241867541388,1.0018481357529658,-0.0018481357529658692,Normal
9.23839402290451,0.09623327107192198,0.03627030820540179,0.3768998788193992,0.03904398563787943,0.16342101425254177,1.6981758224804144,0.5888671754491036,0.2802424329974121,0.5988727461056591,0.120509502074107,6.75,0.0,0.0,0.0,-0.0009850283020047736,0.9840700302944702,1.167819181239144,1.0710557812692787,2.50062189546368,67.88458287862943,0.2498390000604024,0.0,0.0,0.6382676412799415,1.070535611433221,-0.07053561143322093,Normal
6.396133240060799,0.06662638791729998,0.02504145779713576,0.3758489478405834,0.027889709555532414,0.12209102040696843,1.8324724515835067,0.5457107958899263,0.2707762699983258,0.601974347979218,0.11760787756433728,5.5,0.0,0.0,0.0,-0.0006808755116842822,0.9841824714207915,0.7378553569715312,0.6959339201058939,-3.018725426490694,88.15697411753915,0.2692170854068838,0.0,0.0,0.5713288760751123,1.0293246564875773,-0.029324656487577306,Normal
9.368839033923262,0.09759207327003398,0.03480786733422572,0.3566669522217601,0.04241594883625397,0.16451763300292105,1.6857683978872577,0.5932012969594646,0.28438443998624596,0.5923646025752917,0.12120603574213276,6.25,0.0,0.0,0.0,-0.0009976096196565574,0.9856061297795521,0.853498501526811,1.4621348973209154,-7.417367369404484,78.2673065150704,0.34480700870185144,0.0,1.0,0.6000704326549369,1.0185925016091921,-0.018592501609192225,Normal
